escola;genero;ano;enredo;letra
Portela;Samba Enredo;1954;;"São Paulo. tu és o celeiro da nossa Nação. por isso mereces teu quatrocentão. e em tua homenagem nos congratulamos.
São Paulo. com teus cafezais, tua indústria fabril. tu és o orgulho do nosso Brasil.
São Paulo. tu és cidade-orgulho de nossa nação. tu és a cidade-jardim.
Terra da Promissão. Tu és, São Paulo, centro industrial. Verdadeiro arsenal desta imensa Nação. Salve teus quatro centenários. teus bandeirantes lendários. desbravando o sertão. Salve teus bravos fundadores. que têm seu nome na história. Salve teu povo varonil. orgulho do nosso Brasil. foste formado com honras e glórias."
;;;;
Portela;Samba Enredo;1964;;"Era desejo de todos. que D. Pedro I. desse ao povo brasileiro. uma nova imperatriz. para ser feliz. embora o jovem imperador. também sonhasse. em conquistar um grande amor. num principado da Europa. a sua esposa mandou buscar. fazendo da princesa Amélia. Imperatriz do Brasil. e companheira do seu lar..
Lá lá lá lá lá lá lá lá lá.
No dia do seu casamento. a Ordem da Rosa ele criou. a corte estava engalanada. era um lindo cenário. de raro esplendor. as ilustres personagens. ao par imperial. desde o ato religioso. das alianças e do bolo. a valsa nupcial. a orquestra animava a festa. no salão da corte imperial..
Nã nã nã nã nã nã nã não. nã nã nã nã nã nã nã não."
Portela;Samba Enredo;1966;;"Era no tempo do rei. Quando aqui chegou. Um modesto casal. Feliz pelo recente amor. Leonardo, tornando-se meirinho. Deu a Maria Hortaliça um novo lar. Um pouco de conforto e de carinho. Dessa união nasceu um lindo varão. Que recebeu o mesmo nome de seu pai. Personagem central da história. Que contamos neste carnaval. Mas um dia Maria. Fez a Leonardo uma ingratidão. Mostrando que não era uma boa companheira. Provocou a separação. Foi assim que o padrinho passou. A ser do menino tutor. A quem deu imensa dedicação. Sofrendo uma grande desilusão. Outra figura importante de sua vida. Foi a comadre parteira popular. Diziam que benzia de quebranto. A beata mais famosa do lugar. Havia nesse tempo aqui no Rio. Tipos que devemos mencionar. Chico Juca era mestre em valentia. E por todos se fazia respeitar. O reverendo, amante da cigana. Preso pelo Vidigal, o justiceiro. Homem de grande autoridade. Que à frente dos seus granadeiros. Era temido pelo povo da cidade. Luizinha, primeiro amor. Que Leonardo conheceu. E que dona Maria. A outro como esposa concedeu. Somente foi feliz. Quando José Manuel morreu. Nosso herói outra vez se apaixonou. Quando sua viola a mulata Vidinha. Esta singela modinha contou:. Se os meus suspiros pudessem. Aos seu ouvidos chegar.
Verias que uma paixão. Tem poder de assassinar."
Portela;Samba Enredo;1967;;"Tiradentes,. Valoroso mártir inconfidente. Que o Brasil possuiu. Em Vila Rica. Cidade de Minas Gerais. Que há muitos anos atrás. Foi o palco de um capítulo a mais. Da nossa história. A senha dos revoltados. Era: TAL DIA É O BATIZADO. Para que o Brasil fosse libertado. Pelos conspiradores. Que eram bravos inconfidentes. intelectuais, vigários e coronéis. Liderados pelo alferes Tiradentes. Aquela época. Visconde de Barbacena. Executor da derrama. Foi móvel essencial. Para este episódio nacional.
Que incentivou indiretamente. Tornar o Brasil independente.
Mais tarde, foram traídos. Por JOAQUIM SILVÉRIO DOS REIS. O delator. Só ameaçado o vigário Confessou. Ô......ô....... E aqui no Rio de Janeiro. TIRADENTES tornou-se prisioneiro. Sendo sacrificado a 21 de abril. abrindo o caminho. da INDEPENDÊNCIA DO BRASIL."
Portela;Samba Enredo;1969;;"Apesar de muitos séculos passados. Jamais o povo esquecerá. Essa gloriosa página. Que hoje tornamos a exaltar. Saindo de Portugal. Trazendo sob o seu comando treze naus. Com destino às índias. Seguia Pedro Álvares Cabral. Mas ao se afastar das calmarias.
Novas terras descobria. Criava assim um mundo novo. E glorificava um grande povo. Lá, lá lá ( etc).
Esse feito colossal. fez o nobre de Belmonte, imortal. O seu sangue de aventureiro. Seu amor de marinheiro. Ao seu Rei e a Portugal.
Sua bravura e coragem. Cruzando mares de estranhas regiões. Deles fizeram herói. Orgulho de duas nações.
Ao finalizar esta epopéia deslumbrante. Com imenso orgulho exaltamos. O nome desse nobre navegante. Lá, lá lá lá."
Portela;Samba Enredo;1970;;"Lendas E Mistérios do Amazonas.
.
Nesta avenida colorida. A Portela faz carnaval. lendas e mistérios da Amazônia. Cantamos neste samba original. Dizem que os astros se amaram. E não puderam se casar. A lua apaixonada chorou tanto. Que do seu pranto nasceu o rio-mar. E dizem mais. Jaçanã. Bela como uma flor. Certa manhã viu ser proibido o seu amor. Pois um valente guerreiro. Por ela se apaixonou. Foi sacrificado pela ira do Pajé. E na Vitória-Régia. Ela se transformou. Quando chegava a primavera. A estação das flores. Havia uma festa de amores. Era a tradição das amazonas. Mulheres guerreiras. aquele ambiente de alegria. Terminava ao raiar do dia. Ô esquindô lá lá. Ô esquindô lê lê. Olha só quem vem lá. É o Saci-Pererê."
Portela;Samba Enredo;1972;;"Ilu Ayê, Ilu Ayê Odara. Negro dançava na Nação Nagô.
Depois chorou lamento de senzala. Tão longe estava de sua Ilu Ayê. Tempo passou ôô. E no terreirão da Casa Grande. Negro diz tudo que pode dizer.
É samba, é batuque, é reza. É dança, é ladainha. Negro joga capoeira. E faz louvação à rainha.
Hoje. Negro é terra, negro é vida. Na mutação do tempo. Desfilando na avenida. Negro é sensacional. É toda a festa de um povo. E dono do carnaval."
;;;;
Portela;Samba Enredo;1975;;"Portela apresenta. Do folclore tradições. Milagres do sertão à mata virgem. Assombrada com mil tentações. Cy, a rainha mãe do mato, oi. Macunaíma fascinou. Ao luar se fez poema. Mas ao filho encarnado. Toda maldição legou.
. Macunaíma índio branco catimbeiro. Negro sonso feiticeiro. Mata a cobra e dá um nó.
. Cy, em forma de estrela. À Macunaíma dá. Um talismã que ele perde e sai a vagar. Canta o uirapuru e encanta. Liberta a mágoa do seu triste coração. Negrinho do pastoreio foi a sua salvação. E derrotando o gigante. Era uma vez Piaiman. Macunaíma volta com o muiraquitã. Marupiara na luta e no amor. Quando para a pedra para sempre o monstro levou. O nosso herói assim cantou.
Vou-me embora, vou-me embora. Eu aqui volto mais não. Vou morar no infinito. E virar constelação."
Portela;Samba Enredo;1976;;"Voando. Nas asas da poesia. A Portela em euforia. Vive um mundo de ilusão. E vem cantar. Os mistérios da Ilha de Marajó. Uma história que fascina. Vem do alto da colina do Pacoval. Sob o poder de Atauã. O seu povo evoluindo. Nas crenças costumes e tradições. E o deus sol. Era figura de grandeza. A mãe Tanga a pureza. Era símbolo da vida dos Aruãs.
Belzebu o rei do mal. Era festejado em cerimônia especial. Lá lá lá.
Iara que seduzia. Pela magia do seu cantar. E os Aruãs que felizes viviam. Não há explicação no seu silenciar. O seu tesouro foi a causa da invasão. Mas os tempos se passaram. Veio a colonização. Viveram nesse recanto de beleza. Catarina de Palma e outros mais. Terra abençoada pela natureza. Com suas festas tradicionais.
Vaquejada, boi-bumbá. Vem o gaiola vou viajar."
Portela;Samba Enredo;1977;;"O dia raiou. À tarde a passarada anunciou. Que à noite era a festa. Ao som de clarins. A côrte se apresentou. Em vários dias de festa. A cidade se veste. Com seu traje mais novo. A praça em alegria se engalana. Para receber o nosso povo. Tribuna real, camarote e nobreza. Que maravilha de luz e de cor. O povo canta e o rei se encanta. Com a força do canto de amor.
Viva o rei. Viva o rei Dom João. O rei mandou vadiar. Na Festa da Aclamação.
(Que beleza !).
Que beleza. Uma índia com o seu manto real. Que lindas alegorias. O Deus Netuno protegendo o pessoal. Vejam nessa passarela. A imagem daquela festa tão bela.
Carnaval. Festa do povo. Aclamação. É festa de novo."
;;;;
Portela;Samba Enredo;1986;;"Eu hoje só quero saber. De esfriar minha cabeça. Cantar, sorrir, pular. E esquecer minha tristeza (oh Morfeu). Deixa Morfeu me levar. Nos seus braços, sonhador. Quero fugir da realidade. Desse mundo sofredor. Nessa noite eu vou. Fazer da dor minha alegria. Sepultar eu vou o dissabor. Do dia-a-dia. Ver o meu irmão plantando. No verde sertão. Descolar um troco e pagar. Geral pro meu patrão (que é vacilão). Ver minha Portela estourando. A boca do balão.
Vai, meu time, arrebenta. Até parece o escrete de setenta.
O índio em sua selva a sorrir. Feliz nesse torrão. Livre do FMI e da poluição.
Como é triste o despertar dessa ilusão.
Que pesadelo. Meu Deus, quanta taxa pra pagar. É trem lotado, que sacrifício danado. Desempregado e com criança pra criar. O nosso ouro lá da serra tá pelado. Já que está tudo arrombado. Deixa o leão se arrumar.
No país da bola. Só deita e rola. No país da bola. Quem vem com dólar...."
Portela;Samba Enredo;1987;;"Como se fosse magia. Nosso poeta alcançou. O afã da poesia. Foi aí que clareou.
Clareou é do infinito. Oh! Que tema tão bonito. Adelaide, a pomba da paz. Está escrito.
Voa, voa, voa. Deixa a tristeza de lado. Voa, voa, voa. Vai levar o seu recado.
Leia esse matutino vai mudar o seu destino. Disse o tucano falador. Preciso de um mensageiro. Que seja bem ligeiro. Que leve a paz aonde for.
Pomba, entre na floresta. Aproveite, a hora é esta. De aliviar a sua dor. Ilumine a escuridão. Faz feliz o coração. De qualquer sofredor, ô ô ô.
São quatro letras. Que fazem sonhar. É o amor, que se espalha no ar. Neste dia de folia. Sigam o exemplo desta pomba. Desativem esta bomba. Prá ninguém se machucar.
Amar é bom, amar é bom. É bom demais, é felicidade. É sinônimo de paz."
Portela;Samba Enredo;1988;;"Está fazendo um centenário. A Portela em louvação. Voa com a liberdade. A águia e o negro num só coração. Tece versos de amor. Que o Vice-Rei sonhou. Neste cenário de paixão... de paixão. A hora é esta. De irmanar a multidão.
Canta, meu povo. Canta, meu povo. Vem no embalo. Que a lenda é carioca (canta, canta). Canta, meu povo. Vem sambar de novo.
Peripécias do amor, ô ô. O Vice-Rei sofreu. Foi Vicente quem casou, ô ô. O sonho se acabou. Suzana, musa deste mar de lama. Simplesmente a tua chama. Queima o peito de quem ama. Valentim, foi ele sim. Sim, quem esculpiu. A fonte dos amores. Recanto tão sutil.
Briga, eu, eu quero briga. Hoje eu venho reclamar. (O que que tem, o que que há). Esta praça ainda é minha. Eu também estou fominha. Jacaré quer me abraçar."
Portela;Samba Enredo;1989;;"Achei. Juro eu não roubei. Desde o meu tempo de criança. A vovó sempre dizia. Achado não é roubado. Tá na lembrança. De repente o Sr. Cabral. Chegou ao Brasil. Aportou a sua nau. E disse ao mundo que o descobriu. Na verdade a história conta. Um faz de conta. Ao seu modo e ao revés. Aí, e aí. A natureza se impôs tão ricamente. A Amazônia é um tesouro. Que hoje está presente.
(Olha lá!).
Olha lá, olhá lá. Olha lá Salomão (Salomão, Salomão!). O tesouro é meu majestade. Não vá tirar da minha mão.
Assim a história segue em frente. Sinceramente eu não consigo entender. Quem é o dono da cartola. Que fez este gigante aparecer. É tão triste olhar. Sem poder, sem poder reconquistar. Índio é o filho da terra. Que no meio desta guerra. Só faz se lamentar.
Quem foi, diz quem foi amor. Ninguém sabe, ninguém viu (ninguém viu). Eu queria é saber, saber. Quem descobriu o meu Brasil."
Portela;Samba Enredo;1990;;"Eu segui a luz da poesia. Às regiões mais distantes. E encontrei toda a magia. De três raças tão amantes. Eu vi caciques adorando a lua. E caravelas colorindo o mar. Eu vi a dança de uma virgem nua. E as oferendas pra Iemanjá. Eu vi a arte com o nome da folia. Desse chão se levantar. Tomar carona na ciranda da alegria. Dar a mão ao tempo e comigo brincar.
Canta meu cordel. Eu fiz de barro as imagens lá do céu. Ê muié rendá. Tira essa renda que hoje eu quero namorar.
Me leva minha luz às tradições. Quero violas ao luar desses sertões. Quero ser o rei dessa congada. General da marujada. Bicho solto dos cordões. Meu sangue se mesclou de vez. Em caiapós, cateretês. Nos frevos e maracatus. Mentiras, tus,  anarriês.
Eu vi num colorido amanhecer. O sonho da Portela acontecer."
Portela;Samba Enredo;1991;;"Eu sou vaidosa . Eu sou assim. Vaidade não tem preço. Mas eu tenho seu apreço. Pois você gosta de mim.
Eu sei que faço seu corpo arrepiar. Eu sei que você não vai sem me ver passar. Eu já vi você chorar. Na hora do meu desfile encerrar.
Perguntei ao espelho meu. Qual delas é mais linda do que eu. Ele então me respondeu. Mas linda do que eu só eu.
O meu azul veio lá do infinito. O meu canto é mais bonito. Salve Oswaldo Cruz e Madureira. Me chamam celeiro de bamba. A majestade do samba. Da velha guarda formosa e faceira.
Eu sou e sei que sou. Mais fascinante, deslumbrante, mais amor. Bem sei que você aprova. Pois meu visual comprova. Eu sou luxo e esplendor.
Olha eu aí. Cheguei agora. Cheguei pra levantar o seu astral. Posso perder, posso ganhar, isso é normal. Vinte uma vezes campeã do carnaval."
Portela;Samba Enredo;1992;;"Encontrei no pavilhão da minha Escola. A beleza mais notória pro meu visual. Tá nas cores da bandeira do meu país. Tá no espaço sideral. Não esquente a cabeça. Tá tudo azul, tudo legal.
Olha nós aí de novo. Com a Portela azulando o seu astral.
É dos deuses, é divinal. Vem da Pérsia tradicional.
Quero a alegria de um azulão. Sobrevoando o lindo azul do mar. Dei bilhete azul para a tristeza. Amor vem comigo sambar. Oh! Estrela, soberana triunfal. Cor de pedra preciosa. Traz a nobreza para o carnaval.
Que saudade, que felicidade. Novamente encontrar. Eu sou o rio que passou em sua vida. Tem corações se deixando levar."
Portela;Samba Enredo;1993;;"Eu vou lhe convidar pro camarote. Quero lhe mostrar o dote. Desta doce união. Veja, arquibancada está em festa. Na mais sublime relação. Até que enfim. Encontrei alguém que gosta só de mim. E na verdade, essa tal felicidade. Vai comigo até o fim.
Me leva, amor (ô ô ô). Sou Adão no Paraíso. Me encantou. A sedução do seu sorriso.
É hora de emoldurar contos de fada. De conquistar a paz sonhada. E festejar no arraial. Eu sei que o amor conduz à eternidade. Da colorida amizade. À comunhão tradicional. Lá vou eu. Meu casamento é minha fé. Quero fazer bodas de ouro. E preservar a criação como Noé.
É bom demais amar, amar, amar. Vou me acabar nesse véu. Vem Portela consagrar. Meu samba em lua-de-mel."
Portela;Samba Enredo;1994;;"África encanto e magia. Berço da sabedoria. Razão do meu cantar. Nasceu a liberdade a ferro e fogo. A Mãe Negra abriu o jogo. Fez o povo delirar. Deixa falar, ô, ô, ô. Deixa falar, ô, iaiá. Esse batuque gostoso não pode parar. Entra na roda ioiô. Entra na roda iaiá. Lá vem Portela é melhor se segurar.
Axé vem de Luanda. Sacode negritude da cidade. Trazendo a bandeira do samba. N'apoteose da felicidade.
Samba é nó na madeira. É moleque mestiço. Foi preciso bancar. Resistência que a força não calou. Arte de improvisar.
Capoeira. O samba vai levantar poeira. Tem zoeira. Em Oswaldo Cruz e Madureira."
Portela;Samba Enredo;2000;;"TRABALHADORES DO BRASIL - A ÉPOCA DE GETÚLIO VARGAS.
O raiar de um novo dia . Desafia meu pensar . Voltando à época de ouro . Vejo a luz de um tesouro . A Portela despontar (lálalaiá) . Aclamado pelo povo, o Estado Novo . Getúlio Vargas anunciou . A despeito da censura . Não existe mal sem cura . Viva o trabalhador ôôô . Nossa indústria cresceu (e lá vou eu...) . Jorrou petróleo a valer... . No carnaval de Orfeu . Cassinos e MPB . O Rei da Noite, o teatro, a fantasia . No rádio as rainhas, a baiana de além-mar . Tantas vedetes, cadilacs, brilhantina . Em outro palco o movimento popular . E no Palácio das Águias . Ecoou um grito a mais . Vai à luta meu Brasil . Pela soberana paz . Quem foi amado e odiado na memória . Saiu da vida para entrar na história . Meu Brasil-menino . Foi pintado em aquarela . Fez do meu destino . O destino da Portela . (O raiar...)."
